c4,1
c5,1
c15,2
c16,2
c17,2
c30,2
c31,2
c32,2
c1,3
c2,3
c3,3
c6,3
c10,3
c14,3
c18,3
c21,3
c25,3
c29,3
c7,4
c8,4
c9,4
c11,4
c12,4
c13,4
c19,4
c20,4
c22,4
c23,4
c24,4
c26,4
c27,4
c28,4
